,count,dep,deprel,head,lang,left_dist,right_dist
2821,1,PART,xcomp,VERB,czech,0,3
2822,57228,NOUN,nmod,VERB,czech,93804,123862
2823,199,ADP,root,ROOT,czech,0,538
2824,1,PROPN,advcl,PROPN,czech,0,4
2825,24,PROPN,advcl,VERB,czech,9,114
2826,25,PART,mark,NOUN,czech,64,0
2827,77,PRON,xcomp,PROPN,czech,66,117
2828,17,ADJ,appos,PROPN,czech,0,100
2829,2,NOUN,nmod,INTJ,czech,0,4
2830,1,VERB,ccomp,PART,czech,0,4
2831,1163,ADV,advmod:emph,ADV,czech,1220,13
2832,3,SYM,appos,NOUN,czech,0,17
2833,47,ADV,advcl,ADJ,czech,2,145
2834,16,ADV,advmod,DET,czech,17,3
2835,1,PRON,auxpass:reflex,PRON,czech,0,22
2836,274,PRON,nmod,PRON,czech,69,406
2837,16,PRON,dobj,NOUN,czech,40,11
2838,2,ADP,conj,NUM,czech,0,5
2839,1,SCONJ,cc,NUM,czech,0,2
2840,40,PRON,conj,ADJ,czech,0,254
2841,831,PART,cc,VERB,czech,1686,301
2842,1,ADV,nsubj,PRON,czech,1,0
2843,7,PROPN,appos,NUM,czech,0,28
2844,4,PRON,foreign,ADV,czech,6,0
2845,6,PART,foreign,VERB,czech,11,2
2846,15,CONJ,mark,VERB,czech,80,0
2847,2,PART,cop,PART,czech,0,2
2848,26,VERB,acl,NUM,czech,2,136
2849,1,VERB,ccomp,INTJ,czech,0,5
2850,1,VERB,dep,CONJ,czech,0,5
2851,17,VERB,csubjpass,VERB,czech,55,35
2852,1,ADJ,cc,SCONJ,czech,0,1
2853,79,SCONJ,cc,VERB,czech,203,275
2854,620,PRON,root,ROOT,czech,0,2075
2855,7,NOUN,dobj,PROPN,czech,40,8
2856,1,ADJ,vocative,VERB,czech,0,5
2857,121,PUNCT,punct,DET,czech,117,174
2858,32,VERB,cc,VERB,czech,101,17
2859,1,ADP,dobj,PROPN,czech,2,0
2860,775,SYM,nmod,NUM,czech,2,936
2861,16638,PRON,compound:reflex,VERB,czech,36884,3102
2862,4557,CONJ,advmod:emph,NOUN,czech,9549,33
2863,1,AUX,aux,PART,czech,1,0
2864,323,PRON,xcomp,VERB,czech,315,302
2865,1922,ADP,case,ADJ,czech,2312,2
2866,65,ADJ,dep,NUM,czech,25,54
2867,193,NOUN,advmod,ADV,czech,126,260
2868,1,PRON,advcl,PRON,czech,0,1
2869,1,NOUN,appos,ADP,czech,0,2
2870,39,NOUN,foreign,ADJ,czech,27,32
2871,56,PROPN,conj,ADV,czech,0,303
2872,11,NOUN,conj,CONJ,czech,0,36
2873,760,CONJ,cc,PRON,czech,550,1389
2874,65,ADJ,conj,NUM,czech,0,275
2875,363,PART,advmod:emph,NUM,czech,498,0
2876,23,PRON,cc,ADJ,czech,44,2
2877,2,PRON,appos,ADV,czech,0,6
2878,2,VERB,conj,INTJ,czech,0,10
2879,1,DET,cop,NOUN,czech,3,0
2880,12,SYM,conj,SYM,czech,0,102
2881,51,PRON,conj,DET,czech,0,141
2882,1,ADV,nsubj,ADV,czech,4,0
2883,3,NOUN,ccomp,PRON,czech,0,56
2884,18,PROPN,dep,NUM,czech,53,87
2885,2,SYM,conj,PROPN,czech,0,4
2886,1,ADV,advmod,SCONJ,czech,0,7
2887,4,ADJ,foreign,PRON,czech,24,0
2888,4,ADP,foreign,PRON,czech,5,0
2889,35,NOUN,dep,PRON,czech,33,98
2890,1,DET,advcl,DET,czech,0,1
2891,2,PROPN,nmod,DET,czech,0,4
2892,1,PRON,nmod,SCONJ,czech,1,0
2893,7,VERB,dep,PRON,czech,0,39
2894,1,NUM,nmod,PART,czech,2,0
2895,362,ADJ,amod,NUM,czech,265,201
2896,1051,ADP,mwe,ADP,czech,0,1830
2897,13,SCONJ,case,VERB,czech,85,0
2898,1,SCONJ,dep,PRON,czech,0,2
2899,67,PRON,nsubj,ADV,czech,241,4
2900,647,NOUN,dep,VERB,czech,1148,4139
2901,188,ADP,nmod,PROPN,czech,215,8
2902,19,PRON,foreign,NOUN,czech,61,0
2903,6,AUX,conj,AUX,czech,0,14
2904,84,ADP,case,SYM,czech,201,0
2905,19,ADV,appos,ADV,czech,0,66
2906,1,NUM,advmod:emph,ADV,czech,1,0
2907,61466,NOUN,dobj,VERB,czech,50384,126196
2908,152,NOUN,conj,ADP,czech,4,1412
2909,10,SCONJ,mark,ADP,czech,12,0
2910,1,SYM,advmod,NOUN,czech,3,0
2911,6995,PROPN,root,ROOT,czech,0,15116
2912,5,PROPN,dobj,ADV,czech,13,4
2913,16,PRON,cc,PROPN,czech,48,0
2914,34,PRON,advcl,ADV,czech,3,89
2915,2,VERB,cc,NUM,czech,5,0
2916,4,CONJ,nmod,PROPN,czech,4,2
2917,2801,PUNCT,punct,ADV,czech,1695,8877
2918,2,SCONJ,foreign,NOUN,czech,5,4
2919,36,PART,neg,PRON,czech,42,0
2920,3,ADV,case,ADP,czech,3,0
2921,709,VERB,csubj,NOUN,czech,927,3668
2922,1,ADJ,nsubj,SYM,czech,1,0
2923,15,ADV,nmod,ADJ,czech,11,5
2924,37,ADV,advcl,VERB,czech,56,127
2925,13,ADJ,parataxis,NOUN,czech,8,69
2926,1003,CONJ,cc,ADV,czech,343,1802
2927,1,PRON,csubj,NOUN,czech,0,5
2928,10,NUM,acl,NOUN,czech,0,90
2929,1,VERB,dep,DET,czech,1,0
2930,12,SYM,conj,VERB,czech,0,190
2931,30,SCONJ,mark,DET,czech,48,0
2932,14,NUM,advcl,ADV,czech,0,33
2933,449,ADJ,advcl,VERB,czech,1309,2904
2934,310,PRON,conj,VERB,czech,0,2548
2935,5,ADJ,foreign,CONJ,czech,0,10
2936,3,PART,neg,NUM,czech,7,0
2937,2,ADV,case,PART,czech,8,0
2938,13,NOUN,nmod,ADP,czech,4,39
2939,13930,VERB,xcomp,VERB,czech,1640,30238
2940,62,PRON,amod,PRON,czech,52,38
2941,8,ADJ,cop,ADJ,czech,33,3
2942,4,SCONJ,discourse,VERB,czech,6,5
2943,10,PRON,nmod,PART,czech,16,0
2944,107,VERB,conj,PRON,czech,2,1144
2945,1,SCONJ,advmod,PRON,czech,4,0
2946,4,NOUN,dobj,PRON,czech,0,49
2947,546,NOUN,acl,NOUN,czech,0,3686
2948,69,CONJ,cc,SCONJ,czech,58,339
2949,12,NUM,conj,ADV,czech,0,54
2950,1,PRON,conj,INTJ,czech,0,2
2951,3,ADV,advmod,SYM,czech,3,1
2952,1,PRON,advcl,DET,czech,0,4
2953,189,VERB,cop,NUM,czech,394,38
2954,26,PART,dobj,VERB,czech,18,67
2955,19,ADV,ccomp,VERB,czech,73,123
2956,44,NOUN,appos,NUM,czech,0,195
2957,144,ADJ,conj,PROPN,czech,0,1008
2958,2,PRON,foreign,PART,czech,11,0
2959,153,PART,advmod:emph,PROPN,czech,313,0
2960,1,ADP,case,SCONJ,czech,0,18
2961,131,ADJ,advmod,ADJ,czech,131,270
2962,1,VERB,dep,NUM,czech,0,4
2963,4,VERB,case,NUM,czech,12,0
2964,3,PRON,amod,NUM,czech,7,0
2965,27,PROPN,conj,ADP,czech,0,222
2966,7,PROPN,dep,PRON,czech,4,16
2967,14,PRON,appos,VERB,czech,0,153
2968,2,SYM,advmod,ADV,czech,0,6
2969,2749,NOUN,conj,VERB,czech,0,34002
2970,1,ADV,xcomp,ADJ,czech,0,4
2971,5,NUM,conj,PRON,czech,0,19
2972,1,VERB,acl,CONJ,czech,0,2
2973,1,NUM,xcomp,ADJ,czech,2,0
2974,4,PART,mark,ADV,czech,5,2
2975,2,INTJ,conj,ADV,czech,0,12
2976,1,VERB,xcomp,ADV,czech,16,0
2977,5,DET,det:numgov,PROPN,czech,4,2
2978,13,VERB,cc,PROPN,czech,23,0
2979,10403,ADV,advmod,ADJ,czech,13763,911
2980,14,PROPN,dep,ADP,czech,0,19
2981,14,NUM,xcomp,VERB,czech,0,37
2982,2,SYM,cop,NOUN,czech,2,0
2983,44,ADV,conj,PROPN,czech,0,258
2984,9,ADJ,conj,PART,czech,0,55
2985,929,ADJ,ccomp,VERB,czech,2084,5744
2986,8,PRON,dobj,NUM,czech,15,0
2987,102,VERB,cc,NOUN,czech,202,8
2988,5,VERB,parataxis,ADP,czech,23,34
2989,9,NUM,nmod,ADJ,czech,51,0
2990,1,ADV,foreign,CONJ,czech,0,3
2991,7,VERB,foreign,ADJ,czech,21,0
2992,2,PUNCT,punct,AUX,czech,0,9
2993,6,DET,det:nummod,NUM,czech,0,12
2994,434,PROPN,conj,VERB,czech,0,5673
2995,1,NOUN,advcl,PART,czech,0,5
2996,3,VERB,cc,ADV,czech,45,0
2997,13597,PROPN,name,PROPN,czech,16405,1052
2998,1,INTJ,foreign,PRON,czech,2,0
2999,1,NUM,appos,SYM,czech,0,5
3000,1,NOUN,amod,PRON,czech,0,4
3001,1,PART,foreign,PART,czech,5,0
3002,241,VERB,parataxis,NOUN,czech,446,1411
3003,4,VERB,cop,SYM,czech,14,0
3004,1,PART,advmod,PART,czech,0,1
3005,23,PROPN,nsubj,PROPN,czech,133,6
3006,196,PART,advmod:emph,PRON,czech,264,33
3007,395,ADV,advmod:emph,NUM,czech,557,0
3008,19,SYM,root,ROOT,czech,0,107
3009,3,ADJ,xcomp,NUM,czech,0,4
3010,4,VERB,advcl,SYM,czech,0,42
3011,5,PROPN,foreign,ADV,czech,6,0
3012,2,ADP,advmod,ADJ,czech,0,3
3013,285,PROPN,dep,NOUN,czech,126,1248
3014,3714,CONJ,cc,PROPN,czech,165,10405
3015,2,NOUN,nsubj,ADP,czech,0,38
3016,1,ADP,conj,PART,czech,0,2
3017,3,DET,det:nummod,PROPN,czech,4,0
3018,638,NOUN,ccomp,VERB,czech,1743,3524
3019,9,VERB,cc,SCONJ,czech,0,75
3020,12,NUM,nsubj,SYM,czech,32,0
3021,1,NOUN,dep,PUNCT,czech,4,0
3022,115,NOUN,nsubj,NUM,czech,463,23
3023,267,NOUN,nmod,SYM,czech,41,424
3024,24,VERB,foreign,NOUN,czech,70,0
3025,1,INTJ,discourse,NOUN,czech,6,0
3026,13,ADJ,amod,SYM,czech,15,6
3027,5,ADJ,foreign,ADP,czech,4,2
3028,1,SCONJ,dobj,VERB,czech,0,1
3029,2,PART,nmod,ADJ,czech,1,1
3030,8,CONJ,cc,SYM,czech,4,34
3031,5,ADV,case,ADJ,czech,11,0
3032,2,NOUN,acl,DET,czech,0,6
3033,2,NOUN,advmod,NUM,czech,0,6
3034,1,NOUN,parataxis,NUM,czech,0,8
3035,26,NOUN,foreign,PROPN,czech,23,17
3036,12,ADV,advmod:emph,SYM,czech,38,0
3037,99,ADJ,csubj,VERB,czech,81,820
3038,131,PUNCT,root,ROOT,czech,0,975
3039,1,NUM,advmod:emph,PROPN,czech,2,0
3040,2,ADV,case,ADV,czech,0,2
3041,1,CONJ,conj,SCONJ,czech,0,4
3042,8,PRON,parataxis,NOUN,czech,3,40
3043,2,PART,ccomp,VERB,czech,0,18
3044,14,PROPN,appos,ADV,czech,0,52
3045,3,ADJ,advcl,DET,czech,0,8
3046,32,NUM,appos,PROPN,czech,0,579
3047,224,SCONJ,mark,PRON,czech,497,4
3048,55,NOUN,advcl,NOUN,czech,82,165
3049,1496,ADV,cc,NOUN,czech,2455,2428
3050,22295,NOUN,conj,NOUN,czech,81,114096
3051,11,PRON,cc,PRON,czech,24,0
3052,724,NOUN,xcomp,NOUN,czech,507,3606
3053,5,CONJ,foreign,ADJ,czech,11,0
3054,6,NUM,advcl,ADJ,czech,0,15
3055,3499,NOUN,nsubj,NOUN,czech,12308,7441
3056,13,NOUN,case,ADV,czech,3,30
3057,29,SCONJ,advmod,ADJ,czech,120,8
3058,2,NOUN,csubj,ADV,czech,0,18
3059,28,PART,conj,PART,czech,0,67
3060,3,ADV,dep,NUM,czech,1,5
3061,2,NUM,nsubj,PRON,czech,0,6
3062,1,ADJ,acl,VERB,czech,0,12
3063,17,NOUN,nsubj,PROPN,czech,65,16
3064,6,ADJ,ccomp,ADJ,czech,0,46
3065,1,PRON,amod,PROPN,czech,0,1
3066,262,PRON,amod,NOUN,czech,193,196
3067,10,NOUN,advcl,DET,czech,0,52
3068,3,ADV,cc,DET,czech,1,7
3069,4,ADJ,conj,CONJ,czech,0,55
3070,57,ADJ,conj,ADV,czech,0,313
3071,86,PROPN,conj,ADJ,czech,0,529
3072,90,NOUN,acl,PRON,czech,10,630
3073,1,VERB,case,ADJ,czech,4,0
3074,11,ADJ,xcomp,ADJ,czech,10,14
3075,1,ADV,mark,SYM,czech,2,0
3076,579,ADV,advmod:emph,PROPN,czech,1363,5
3077,2,PROPN,nsubj,PUNCT,czech,2,0
3078,6,PART,nmod,PROPN,czech,10,0
3079,31,PRON,nmod,PROPN,czech,97,16
3080,9,ADV,advcl,NOUN,czech,0,12
3081,4,NUM,parataxis,VERB,czech,0,44
3082,2,PROPN,csubj,VERB,czech,0,10
3083,1,PART,cc,INTJ,czech,1,0
3084,43,ADP,mwe,NOUN,czech,0,43
3085,5,PART,dep,PRON,czech,4,4
3086,7,PART,advmod,ADV,czech,6,1
3087,16,PART,conj,NOUN,czech,0,49
3088,15,VERB,cop,DET,czech,7,13
3089,2,NOUN,xcomp,ADV,czech,11,7
3090,1,INTJ,dep,INTJ,czech,1,0
3091,3,PRON,foreign,ADJ,czech,18,0
3092,1,PROPN,nmod,PUNCT,czech,1,0
3093,14,NOUN,nmod,DET,czech,11,31
3094,2,ADV,conj,PUNCT,czech,0,18
3095,615,ADJ,dep,VERB,czech,886,1213
3096,6,ADV,appos,NUM,czech,0,37
3097,2,DET,advcl,NOUN,czech,0,5
3098,1,PART,foreign,ADV,czech,2,0
3099,2,NOUN,vocative,ADJ,czech,13,0
3100,105,ADV,mark,VERB,czech,381,5
3101,797,VERB,advcl,ADJ,czech,2858,3538
3102,2,PROPN,advcl,DET,czech,0,10
3103,14,SCONJ,dep,VERB,czech,51,73
3104,3,PRON,nmod,DET,czech,0,6
3105,5,PART,foreign,PROPN,czech,4,3
3106,1,CONJ,nmod,VERB,czech,11,0
3107,3189,NOUN,dobj,ADJ,czech,873,6393
3108,3,NUM,advmod,PROPN,czech,0,53
3109,1,INTJ,advmod,ADJ,czech,1,0
3110,1,ADV,parataxis,VERB,czech,0,7
3111,5,SCONJ,dep,NOUN,czech,17,5
3112,192,ADV,advmod,PRON,czech,210,149
3113,35,NUM,appos,NUM,czech,0,170
3114,2,ADJ,cc,VERB,czech,0,4
3115,6633,PROPN,conj,PROPN,czech,0,37670
3116,14,ADJ,cc,PROPN,czech,12,27
3117,21,VERB,ccomp,PRON,czech,11,141
3118,5,INTJ,conj,INTJ,czech,0,14
3119,1,ADP,advcl,PROPN,czech,0,1
3120,1,PART,dobj,NOUN,czech,4,0
3121,5,NOUN,conj,PUNCT,czech,0,52
3122,7,PUNCT,cop,NOUN,czech,10,0
3123,6,PROPN,xcomp,PRON,czech,1,37
3124,12,SCONJ,advmod,NOUN,czech,51,0
3125,7,INTJ,advmod,VERB,czech,2,9
3126,102,DET,det,PROPN,czech,171,2
3127,1,PART,conj,PRON,czech,0,4
3128,568,ADV,cc,ADJ,czech,1007,382
3129,1,INTJ,nsubj,VERB,czech,1,0
3130,3762,PROPN,nmod,PROPN,czech,1695,5951
3131,1,NOUN,vocative,PRON,czech,0,4
3132,69,VERB,cop,PROPN,czech,165,7
3133,1,SYM,nsubj,NOUN,czech,2,0
3134,1,PROPN,acl,PROPN,czech,0,6
3135,1046,ADV,advmod:emph,VERB,czech,1821,153
3136,6,VERB,advcl,PROPN,czech,58,10
3137,493,SCONJ,advmod,VERB,czech,1443,0
3138,2,PRON,dobj,PRON,czech,0,6
3139,1633,PUNCT,punct,PRON,czech,1341,9341
3140,16,INTJ,dep,VERB,czech,70,10
3141,18,NOUN,cc,NOUN,czech,10,51
3142,13,VERB,foreign,PRON,czech,34,3
3143,1,ADP,dep,PROPN,czech,0,1
3144,15,NUM,conj,ADP,czech,0,130
3145,166,NOUN,advmod,ADJ,czech,181,304
3146,5,VERB,ccomp,ADV,czech,6,29
3147,1,NOUN,dep,SYM,czech,0,2
3148,46,ADJ,parataxis,VERB,czech,103,368
3149,2,VERB,acl,ADP,czech,0,16
3150,278,PROPN,nsubjpass,VERB,czech,859,262
3151,1,PROPN,ccomp,ADJ,czech,0,4
3152,2,SCONJ,discourse,NOUN,czech,4,2
3153,1,SCONJ,conj,NOUN,czech,0,7
3154,19304,CONJ,cc,VERB,czech,17216,87088
3155,1,PART,appos,VERB,czech,0,8
3156,67,PUNCT,punct,SYM,czech,136,230
3157,3,AUX,aux,PROPN,czech,7,1
3158,20,PRON,dep,ADV,czech,2,82
3159,2,SCONJ,advmod:emph,NOUN,czech,5,0
3160,2,ADP,dep,VERB,czech,1,6
3161,3,PROPN,xcomp,NOUN,czech,0,15
3162,4,SCONJ,mark,CONJ,czech,3,1
3163,3,PROPN,acl,NOUN,czech,0,19
3164,3,ADV,cop,VERB,czech,8,0
3165,1,ADP,advmod,PRON,czech,2,0
3166,207,CONJ,advmod:emph,ADJ,czech,305,0
3167,21,PRON,nsubj,PROPN,czech,65,0
3168,4,ADV,nmod,ADV,czech,3,4
3169,127,NOUN,appos,ADV,czech,0,559
3170,1,NOUN,foreign,NUM,czech,0,3
3171,3,VERB,xcomp,NUM,czech,1,15
3172,76,NUM,nmod,VERB,czech,376,0
3173,1,NUM,name,NUM,danish,0,1
3174,9,NUM,nummod,ADP,danish,0,36
3175,28,NOUN,nmod,CONJ,danish,0,135
3176,7,NOUN,acl:relcl,VERB,danish,7,44
3177,66,PRON,mark,NOUN,danish,80,2
3178,21,ADP,mark,ADV,danish,80,0
3179,3,AUX,aux,NUM,danish,22,0
3180,1,INTJ,discourse,ADP,danish,0,3
3181,532,VERB,advcl,VERB,danish,289,3070
3182,220,VERB,advcl,ADV,danish,36,1178
3183,1,ADJ,advmod,ADJ,danish,2,0
3184,1,PRON,nmod,AUX,danish,1,0
3185,23,NUM,nummod,ADJ,danish,39,21
3186,37,NOUN,nsubj,ADV,danish,111,32
3187,4,X,dobj,X,danish,0,6
3188,2,ADP,mark,PROPN,danish,4,0
3189,16,X,conj,X,danish,0,71
3190,141,PROPN,dobj,VERB,danish,5,256
3191,12,ADP,nsubj,ADJ,danish,37,0
3192,3,PROPN,acl:relcl,ADP,danish,0,8
3193,51,ADP,case,CONJ,danish,177,3
3194,9,NUM,nsubj,VERB,danish,23,1
3195,1,PRON,nmod,ADP,danish,0,3
3196,69,PRON,nmod,ADJ,danish,38,111
3197,5,ADV,mwe,ADV,danish,0,7
3198,2,X,nsubjpass,VERB,danish,15,6
3199,1,ADJ,mark,ADV,danish,10,0
3200,1,PROPN,vocative,NOUN,danish,0,2
3201,746,VERB,acl:relcl,NOUN,danish,86,4101
3202,10,NOUN,dobj,CONJ,danish,0,23
3203,3105,ADV,advmod,VERB,danish,4842,3248
3204,1152,ADP,case,PROPN,danish,1522,0
3205,2,PROPN,conj,PRON,danish,0,4
3206,1,ADJ,name,NOUN,danish,0,1
3207,1,NOUN,nmod:poss,VERB,danish,0,4
3208,2,VERB,case,PRON,danish,2,4
3209,1,NOUN,vocative,NOUN,danish,0,2
3210,1,NOUN,list,VERB,danish,0,7
3211,358,PRON,nsubj,ADJ,danish,1038,14
3212,31,ADV,compound:prt,NOUN,danish,0,34
3213,3,NOUN,appos,PRON,danish,0,21
3214,31,CONJ,cc,ADP,danish,0,137
3215,44,X,amod,NOUN,danish,43,38
3216,36,PROPN,nmod,ADJ,danish,50,85
3217,2,CONJ,dobj,VERB,danish,16,16
3218,26,X,nmod,NUM,danish,0,26
3219,2,X,cc,PROPN,danish,0,2
3220,13,NUM,name,PROPN,danish,0,14
3221,1,VERB,appos,PROPN,danish,0,6
3222,10,VERB,nsubj,VERB,danish,31,20
3223,97,ADJ,amod,ADJ,danish,215,150
3224,2,ADJ,amod,ADP,danish,0,15
3225,1,SCONJ,mark,AUX,danish,13,0
3226,2,PART,mark,ADP,danish,0,2
3227,173,PUNCT,punct,CONJ,danish,65,1401
3228,1,SYM,nmod,VERB,danish,0,2
3229,33,ADV,nsubj,ADJ,danish,109,0
3230,14,PROPN,name,NOUN,danish,12,7
3231,32,ADV,nsubj,NOUN,danish,99,0
3232,1,PRON,appos,PRON,danish,0,6
3233,1,PROPN,vocative,ADV,danish,4,0
3234,10,ADV,conj,NOUN,danish,0,38
3235,1,INTJ,discourse,INTJ,danish,0,1
3236,657,PUNCT,punct,PROPN,danish,323,1785
3237,34,CONJ,discourse,ADJ,danish,191,0
3238,1142,PART,mark,VERB,danish,1209,0
3239,5,VERB,acl:relcl,DET,danish,0,5
3240,42,NOUN,iobj,VERB,danish,19,74
3241,840,ADV,advmod,ADJ,danish,1276,173
3242,59,SCONJ,mark,ADV,danish,149,24
3243,3,PRON,nmod,INTJ,danish,0,9
3244,5,NOUN,nsubj,AUX,danish,9,0
3245,1,X,mark,VERB,danish,7,0
3246,7,CONJ,discourse,PRON,danish,36,0
3247,12,NOUN,dobj,AUX,danish,1,29
3248,17,ADV,neg,PRON,danish,16,29
3249,10,ADP,advmod,ADV,danish,15,11
3250,18,ADP,nsubj,NOUN,danish,75,0
3251,8,CONJ,cc,NUM,danish,0,19
3252,2,NOUN,nmod:tmod,NOUN,danish,3,4
3253,2,VERB,nmod:poss,NOUN,danish,0,2
3254,16,VERB,acl:relcl,NUM,danish,15,39
3255,1,SCONJ,mark,PART,danish,1,0
3256,29,NUM,root,ROOT,danish,0,92
3257,179,ADP,advmod,VERB,danish,318,220
3258,2,INTJ,list,INTJ,danish,0,2
3259,7,CONJ,cc,PART,danish,0,52
3260,15,NOUN,advcl,VERB,danish,4,104
3261,18,NOUN,list,NOUN,danish,0,67
3262,1,ADP,cc,PROPN,danish,0,1
3263,93,SCONJ,mark,NOUN,danish,551,0
3264,1,CONJ,list,NUM,danish,0,2
3265,1,INTJ,conj,NOUN,danish,0,4
3266,2,ADV,nsubj,PROPN,danish,6,0
3267,130,ADJ,nsubj,VERB,danish,351,50
3268,2,VERB,list,ADV,danish,0,9
3269,2,ADV,amod,AUX,danish,0,2
3270,2,X,advmod,PROPN,danish,0,5
3271,15,AUX,cop,ADP,danish,24,4
3272,50,NOUN,conj,PROPN,danish,0,276
3273,5,SCONJ,mark,PROPN,danish,26,0
3274,1,ADV,acl:relcl,PRON,danish,0,4
3275,11,PROPN,nsubj,ADV,danish,33,6
3276,2,PROPN,conj,CONJ,danish,0,2
3277,3116,NOUN,dobj,VERB,danish,285,7218
3278,1,ADP,case,PART,danish,1,0
3279,1,INTJ,dobj,VERB,danish,0,1
3280,1,ADP,nsubjpass,VERB,danish,2,0
3281,39,PROPN,nsubj,ADJ,danish,166,0
3282,10,ADV,mark,NOUN,danish,66,0
3283,4,X,nmod:poss,NOUN,danish,0,4
3284,259,CONJ,discourse,VERB,danish,1195,0
3285,3,PART,mark,PRON,danish,6,0
3286,7415,ADP,case,NOUN,danish,13931,150
3287,38,NOUN,ccomp,VERB,danish,0,341
3288,8,NUM,nummod,NUM,danish,0,18
3289,69,PUNCT,punct,NUM,danish,30,371
3290,1,ADV,amod,NOUN,danish,0,1
3291,2,ADP,mark,AUX,danish,2,1
3292,1,ADV,appos,NOUN,danish,0,1
3293,1,PART,conj,PART,danish,0,12
3294,1,X,cc,X,danish,0,13
3295,9,CONJ,discourse,ADP,danish,14,0
3296,2,SCONJ,mwe,ADP,danish,0,2
3297,1419,PROPN,name,PROPN,danish,56,1667
3298,5,PRON,conj,PRON,danish,0,20
3299,1,X,list,X,danish,0,1
3300,30,PROPN,nmod,ADP,danish,4,165
3301,2,NOUN,amod,NOUN,danish,9,0
3302,1,VERB,conj,X,danish,0,2
3303,3,AUX,aux,PROPN,danish,6,4
3304,2,ADP,advmod,PRON,danish,3,2
3305,1,AUX,cop,VERB,danish,0,29
3306,1,ADP,acl:relcl,PROPN,danish,0,6
3307,5,AUX,aux,PRON,danish,11,1
3308,11,PROPN,foreign,X,danish,3,16
3309,4,PROPN,nsubj,X,danish,9,0
3310,2,CONJ,mwe,ADV,danish,0,2
3311,1,PRON,nsubjpass,PROPN,danish,3,0
3312,8,PRON,nsubjpass,ADJ,danish,39,0
3313,1,ADJ,name,ADJ,danish,0,1
3314,3,ADJ,mark,VERB,danish,14,3
3315,2,PROPN,nsubj,AUX,danish,2,0
3316,25,ADV,advmod,PART,danish,32,0
3317,4,PROPN,nmod,NUM,danish,0,9
3318,10,NOUN,conj,PRON,danish,0,32
3319,1,NOUN,appos,VERB,danish,0,9
3320,4,VERB,list,ADJ,danish,0,33
3321,310,CONJ,cc,ADJ,danish,89,757
3322,344,DET,det,ADJ,danish,486,11
3323,6,NOUN,conj,ADV,danish,0,48
3324,16,NOUN,list,PROPN,danish,0,136
3325,16,AUX,auxpass,ADJ,danish,56,0
3326,17,ADJ,nsubjpass,VERB,danish,117,45
3327,1,PRON,vocative,ADV,danish,0,2
3328,2,PRON,acl:relcl,PROPN,danish,0,12
3329,100,AUX,aux,ADJ,danish,392,19
3330,1,ADV,expl,X,danish,0,1
3331,3,ADV,list,ADV,danish,0,3
3332,9,PRON,nsubj,ADP,danish,23,4
3333,2,ADV,conj,CONJ,danish,0,4
3334,1021,PUNCT,punct,ADJ,danish,1404,6031
3335,1142,ADP,mark,VERB,danish,3550,170
3336,1,VERB,mark,ADV,danish,14,0
3337,22,VERB,nmod,NOUN,danish,0,76
3338,1,NOUN,dep,ADV,danish,0,3
3339,4,X,advmod,ADV,danish,0,8
3340,46,NUM,nummod,PROPN,danish,44,61
3341,2,ADP,advmod,NUM,danish,4,0
3342,14,ADV,nmod:tmod,VERB,danish,14,30
3343,14,X,name,PROPN,danish,10,4
3344,28,PROPN,list,NOUN,danish,4,102
3345,19,NOUN,conj,ADJ,danish,0,130
3346,5,VERB,mwe,ADV,danish,0,5
3347,8,VERB,nsubj,NOUN,danish,30,16
3348,3,PRON,mark,PRON,danish,19,0
3349,43,ADV,neg,ADV,danish,55,13
3350,8,ADV,acl:relcl,NOUN,danish,0,53
3351,1,ADV,advmod,SCONJ,danish,0,2
3352,81,ADJ,nmod,VERB,danish,66,299
3353,282,ADP,case,ADV,danish,282,223
3354,3,ADJ,iobj,VERB,danish,0,9
3355,1,NOUN,nmod:poss,ADJ,danish,0,2
3356,1,NOUN,acl:relcl,ADV,danish,0,4
3357,13,NOUN,nmod,AUX,danish,14,25
3358,2,ADJ,vocative,CONJ,danish,0,2
3359,72,VERB,conj,NOUN,danish,4,621
3360,1,PROPN,dobj,X,danish,0,3
3361,2,X,nmod:poss,PRON,danish,0,3
3362,7,ADJ,acl:relcl,PROPN,danish,0,52
3363,198,ADJ,amod,PROPN,danish,360,104
3364,7,CONJ,cc,INTJ,danish,0,31
3365,427,ADJ,amod,VERB,danish,716,1632
3366,445,VERB,dobj,VERB,danish,8,2008
3367,1,ADP,cc,ADP,danish,0,5
3368,2,ADJ,acl:relcl,VERB,danish,0,11
3369,2,ADP,advmod,AUX,danish,0,2
3370,4,ADV,neg,AUX,danish,3,1
3371,1,ADV,list,ADJ,danish,0,1
3372,20,NOUN,nsubj,PRON,danish,28,38
3373,1,INTJ,list,ADV,danish,0,2
3374,2,PRON,vocative,VERB,danish,8,0
3375,1,PROPN,iobj,ADJ,danish,2,0
3376,12,ADV,mark,ADJ,danish,85,0
3377,85,PROPN,nmod,ADV,danish,11,217
3378,322,VERB,advcl,NOUN,danish,57,1541
3379,3,X,list,PROPN,danish,0,35
3380,28,PROPN,conj,NOUN,danish,0,174
3381,1,PROPN,nmod,X,danish,0,4
3382,54,PROPN,nsubj,NOUN,danish,258,6
3383,306,PRON,nmod,VERB,danish,303,727
3384,31,ADJ,conj,NOUN,danish,0,184
